image_path,target
.\input\preprocessed_image\p\p620.jpg,25
.\input\preprocessed_image\5\5779.jpg,5
.\input\preprocessed_image\n\n466.jpg,23
.\input\preprocessed_image\i\i143.jpg,18
.\input\preprocessed_image\c\c672.jpg,12
.\input\preprocessed_image\m\m236.jpg,22
.\input\preprocessed_image\t\t532.jpg,29
.\input\preprocessed_image\l\l653.jpg,21
.\input\preprocessed_image\n\n832.jpg,23
.\input\preprocessed_image\k\k490.jpg,20
.\input\preprocessed_image\n\n684.jpg,23
.\input\preprocessed_image\g\g480.jpg,16
.\input\preprocessed_image\q\q807.jpg,26
.\input\preprocessed_image\m\m215.jpg,22
.\input\preprocessed_image\p\p304.jpg,25
.\input\preprocessed_image\a\a44.jpg,10
.\input\preprocessed_image\k\k676.jpg,20
.\input\preprocessed_image\0\087.jpg,0
.\input\preprocessed_image\l\l618.jpg,21
.\input\preprocessed_image\u\u76.jpg,30
.\input\preprocessed_image\k\k538.jpg,20
.\input\preprocessed_image\7\7693.jpg,7
.\input\preprocessed_image\l\l721.jpg,21
.\input\preprocessed_image\u\u290.jpg,30
.\input\preprocessed_image\z\z410.jpg,35
.\input\preprocessed_image\5\5446.jpg,5
.\input\preprocessed_image\1\1851.jpg,1
.\input\preprocessed_image\g\g855.jpg,16
.\input\preprocessed_image\5\544.jpg,5
.\input\preprocessed_image\k\k689.jpg,20
.\input\preprocessed_image\j\j647.jpg,19
.\input\preprocessed_image\z\z566.jpg,35
.\input\preprocessed_image\h\h647.jpg,17
.\input\preprocessed_image\8\8642.jpg,8
.\input\preprocessed_image\e\e629.jpg,14
.\input\preprocessed_image\b\b403.jpg,11
.\input\preprocessed_image\z\z24.jpg,35
.\input\preprocessed_image\4\489.jpg,4
.\input\preprocessed_image\h\h915.jpg,17
.\input\preprocessed_image\5\5491.jpg,5
.\input\preprocessed_image\u\u603.jpg,30
.\input\preprocessed_image\e\e903.jpg,14
.\input\preprocessed_image\l\l984.jpg,21
.\input\preprocessed_image\9\948.jpg,9
.\input\preprocessed_image\z\z831.jpg,35
.\input\preprocessed_image\l\l883.jpg,21
.\input\preprocessed_image\m\m204.jpg,22
.\input\preprocessed_image\1\1374.jpg,1
.\input\preprocessed_image\r\r24.jpg,27
.\input\preprocessed_image\p\p816.jpg,25
.\input\preprocessed_image\1\1588.jpg,1
.\input\preprocessed_image\n\n742.jpg,23
.\input\preprocessed_image\9\9184.jpg,9
.\input\preprocessed_image\x\x934.jpg,33
.\input\preprocessed_image\v\v379.jpg,31
.\input\preprocessed_image\s\s790.jpg,28
.\input\preprocessed_image\c\c44.jpg,12
.\input\preprocessed_image\w\w569.jpg,32
.\input\preprocessed_image\h\h918.jpg,17
.\input\preprocessed_image\y\y148.jpg,34
.\input\preprocessed_image\1\1424.jpg,1
.\input\preprocessed_image\t\t461.jpg,29
.\input\preprocessed_image\z\z200.jpg,35
.\input\preprocessed_image\v\v981.jpg,31
.\input\preprocessed_image\7\7443.jpg,7
.\input\preprocessed_image\4\4454.jpg,4
.\input\preprocessed_image\7\7223.jpg,7
.\input\preprocessed_image\6\6993.jpg,6
.\input\preprocessed_image\q\q895.jpg,26
.\input\preprocessed_image\n\n79.jpg,23
.\input\preprocessed_image\7\7220.jpg,7
.\input\preprocessed_image\u\u505.jpg,30
.\input\preprocessed_image\m\m88.jpg,22
.\input\preprocessed_image\3\3946.jpg,3
.\input\preprocessed_image\c\c836.jpg,12
.\input\preprocessed_image\9\9669.jpg,9
.\input\preprocessed_image\v\v191.jpg,31
.\input\preprocessed_image\o\o691.jpg,24
.\input\preprocessed_image\n\n24.jpg,23
.\input\preprocessed_image\y\y43.jpg,34
.\input\preprocessed_image\7\7594.jpg,7
.\input\preprocessed_image\z\z250.jpg,35
.\input\preprocessed_image\m\m920.jpg,22
.\input\preprocessed_image\n\n771.jpg,23
.\input\preprocessed_image\o\o939.jpg,24
.\input\preprocessed_image\e\e187.jpg,14
.\input\preprocessed_image\z\z326.jpg,35
.\input\preprocessed_image\i\i190.jpg,18
.\input\preprocessed_image\a\a701.jpg,10
.\input\preprocessed_image\m\m125.jpg,22
.\input\preprocessed_image\z\z456.jpg,35
.\input\preprocessed_image\3\357.jpg,3
.\input\preprocessed_image\u\u120.jpg,30
.\input\preprocessed_image\n\n945.jpg,23
.\input\preprocessed_image\3\3990.jpg,3
.\input\preprocessed_image\j\j684.jpg,19
.\input\preprocessed_image\f\f980.jpg,15
.\input\preprocessed_image\y\y822.jpg,34
.\input\preprocessed_image\6\6319.jpg,6
.\input\preprocessed_image\o\o486.jpg,24
.\input\preprocessed_image\4\4472.jpg,4
.\input\preprocessed_image\c\c561.jpg,12
.\input\preprocessed_image\f\f542.jpg,15
.\input\preprocessed_image\q\q128.jpg,26
.\input\preprocessed_image\q\q322.jpg,26
.\input\preprocessed_image\8\8860.jpg,8
.\input\preprocessed_image\v\v27.jpg,31
.\input\preprocessed_image\9\9251.jpg,9
.\input\preprocessed_image\b\b703.jpg,11
.\input\preprocessed_image\6\6928.jpg,6
.\input\preprocessed_image\m\m680.jpg,22
.\input\preprocessed_image\8\8155.jpg,8
.\input\preprocessed_image\3\3971.jpg,3
.\input\preprocessed_image\i\i42.jpg,18
.\input\preprocessed_image\6\6411.jpg,6
.\input\preprocessed_image\h\h957.jpg,17
.\input\preprocessed_image\e\e146.jpg,14
.\input\preprocessed_image\d\d259.jpg,13
.\input\preprocessed_image\m\m354.jpg,22
.\input\preprocessed_image\o\o424.jpg,24
.\input\preprocessed_image\6\6239.jpg,6
.\input\preprocessed_image\6\6872.jpg,6
.\input\preprocessed_image\d\d543.jpg,13
.\input\preprocessed_image\u\u820.jpg,30
.\input\preprocessed_image\i\i537.jpg,18
.\input\preprocessed_image\o\o701.jpg,24
.\input\preprocessed_image\l\l843.jpg,21
.\input\preprocessed_image\g\g603.jpg,16
.\input\preprocessed_image\k\k846.jpg,20
.\input\preprocessed_image\4\4816.jpg,4
.\input\preprocessed_image\4\4254.jpg,4
.\input\preprocessed_image\0\0392.jpg,0
.\input\preprocessed_image\u\u564.jpg,30
.\input\preprocessed_image\b\b409.jpg,11
.\input\preprocessed_image\m\m222.jpg,22
.\input\preprocessed_image\5\5812.jpg,5
.\input\preprocessed_image\p\p729.jpg,25
.\input\preprocessed_image\d\d832.jpg,13
.\input\preprocessed_image\s\s872.jpg,28
.\input\preprocessed_image\e\e478.jpg,14
.\input\preprocessed_image\s\s491.jpg,28
.\input\preprocessed_image\4\4925.jpg,4
.\input\preprocessed_image\l\l97.jpg,21
.\input\preprocessed_image\g\g722.jpg,16
.\input\preprocessed_image\e\e294.jpg,14
.\input\preprocessed_image\b\b236.jpg,11
.\input\preprocessed_image\1\1833.jpg,1
.\input\preprocessed_image\b\b247.jpg,11
.\input\preprocessed_image\p\p814.jpg,25
.\input\preprocessed_image\2\2794.jpg,2
.\input\preprocessed_image\8\8122.jpg,8
.\input\preprocessed_image\u\u606.jpg,30
.\input\preprocessed_image\v\v758.jpg,31
.\input\preprocessed_image\2\2732.jpg,2
.\input\preprocessed_image\n\n257.jpg,23
.\input\preprocessed_image\2\2160.jpg,2
.\input\preprocessed_image\7\7873.jpg,7
.\input\preprocessed_image\w\w704.jpg,32
.\input\preprocessed_image\c\c895.jpg,12
.\input\preprocessed_image\h\h270.jpg,17
.\input\preprocessed_image\k\k172.jpg,20
.\input\preprocessed_image\7\732.jpg,7
.\input\preprocessed_image\d\d848.jpg,13
.\input\preprocessed_image\t\t60.jpg,29
.\input\preprocessed_image\y\y982.jpg,34
.\input\preprocessed_image\5\5716.jpg,5
.\input\preprocessed_image\c\c495.jpg,12
.\input\preprocessed_image\3\380.jpg,3
.\input\preprocessed_image\d\d609.jpg,13
.\input\preprocessed_image\k\k638.jpg,20
.\input\preprocessed_image\6\6543.jpg,6
.\input\preprocessed_image\a\a926.jpg,10
.\input\preprocessed_image\8\8302.jpg,8
.\input\preprocessed_image\p\p165.jpg,25
.\input\preprocessed_image\a\a675.jpg,10
.\input\preprocessed_image\2\224.jpg,2
.\input\preprocessed_image\u\u376.jpg,30
.\input\preprocessed_image\i\i830.jpg,18
.\input\preprocessed_image\2\2929.jpg,2
.\input\preprocessed_image\k\k754.jpg,20
.\input\preprocessed_image\f\f219.jpg,15
.\input\preprocessed_image\n\n30.jpg,23
.\input\preprocessed_image\g\g114.jpg,16
.\input\preprocessed_image\b\b107.jpg,11
.\input\preprocessed_image\1\1638.jpg,1
.\input\preprocessed_image\v\v820.jpg,31
.\input\preprocessed_image\f\f621.jpg,15
.\input\preprocessed_image\c\c406.jpg,12
.\input\preprocessed_image\o\o274.jpg,24
.\input\preprocessed_image\d\d885.jpg,13
.\input\preprocessed_image\o\o982.jpg,24
.\input\preprocessed_image\i\i846.jpg,18
.\input\preprocessed_image\h\h450.jpg,17
.\input\preprocessed_image\c\c651.jpg,12
.\input\preprocessed_image\x\x788.jpg,33
.\input\preprocessed_image\m\m289.jpg,22
.\input\preprocessed_image\9\9773.jpg,9
.\input\preprocessed_image\p\p923.jpg,25
.\input\preprocessed_image\o\o151.jpg,24
.\input\preprocessed_image\h\h562.jpg,17
.\input\preprocessed_image\c\c90.jpg,12
.\input\preprocessed_image\n\n271.jpg,23
.\input\preprocessed_image\e\e636.jpg,14
.\input\preprocessed_image\0\0408.jpg,0
.\input\preprocessed_image\8\8366.jpg,8
.\input\preprocessed_image\k\k544.jpg,20
.\input\preprocessed_image\i\i935.jpg,18
.\input\preprocessed_image\h\h783.jpg,17
.\input\preprocessed_image\k\k168.jpg,20
.\input\preprocessed_image\e\e207.jpg,14
.\input\preprocessed_image\i\i71.jpg,18
.\input\preprocessed_image\x\x224.jpg,33
.\input\preprocessed_image\a\a632.jpg,10
.\input\preprocessed_image\b\b864.jpg,11
.\input\preprocessed_image\b\b851.jpg,11
.\input\preprocessed_image\2\2840.jpg,2
.\input\preprocessed_image\q\q669.jpg,26
.\input\preprocessed_image\a\a38.jpg,10
.\input\preprocessed_image\r\r593.jpg,27
.\input\preprocessed_image\z\z310.jpg,35
.\input\preprocessed_image\t\t71.jpg,29
.\input\preprocessed_image\c\c249.jpg,12
.\input\preprocessed_image\x\x691.jpg,33
.\input\preprocessed_image\g\g558.jpg,16
.\input\preprocessed_image\w\w821.jpg,32
.\input\preprocessed_image\9\9798.jpg,9
.\input\preprocessed_image\j\j266.jpg,19
.\input\preprocessed_image\9\9402.jpg,9
.\input\preprocessed_image\d\d414.jpg,13
.\input\preprocessed_image\0\0572.jpg,0
.\input\preprocessed_image\k\k103.jpg,20
.\input\preprocessed_image\f\f192.jpg,15
.\input\preprocessed_image\s\s532.jpg,28
.\input\preprocessed_image\k\k47.jpg,20
.\input\preprocessed_image\g\g258.jpg,16
.\input\preprocessed_image\l\l756.jpg,21
.\input\preprocessed_image\1\1186.jpg,1
.\input\preprocessed_image\j\j272.jpg,19
.\input\preprocessed_image\7\7342.jpg,7
.\input\preprocessed_image\u\u379.jpg,30
.\input\preprocessed_image\x\x168.jpg,33
.\input\preprocessed_image\v\v345.jpg,31
.\input\preprocessed_image\5\5453.jpg,5
.\input\preprocessed_image\a\a820.jpg,10
.\input\preprocessed_image\n\n888.jpg,23
.\input\preprocessed_image\m\m834.jpg,22
.\input\preprocessed_image\k\k772.jpg,20
.\input\preprocessed_image\6\6697.jpg,6
.\input\preprocessed_image\q\q972.jpg,26
.\input\preprocessed_image\5\5299.jpg,5
.\input\preprocessed_image\q\q656.jpg,26
.\input\preprocessed_image\2\2981.jpg,2
.\input\preprocessed_image\n\n716.jpg,23
.\input\preprocessed_image\a\a802.jpg,10
.\input\preprocessed_image\u\u112.jpg,30
.\input\preprocessed_image\m\m360.jpg,22
.\input\preprocessed_image\3\3189.jpg,3
.\input\preprocessed_image\7\759.jpg,7
.\input\preprocessed_image\6\6146.jpg,6
.\input\preprocessed_image\b\b126.jpg,11
.\input\preprocessed_image\u\u867.jpg,30
.\input\preprocessed_image\w\w96.jpg,32
.\input\preprocessed_image\b\b229.jpg,11
.\input\preprocessed_image\p\p526.jpg,25
.\input\preprocessed_image\9\9493.jpg,9
.\input\preprocessed_image\a\a296.jpg,10
.\input\preprocessed_image\g\g864.jpg,16
.\input\preprocessed_image\i\i886.jpg,18
.\input\preprocessed_image\e\e49.jpg,14
.\input\preprocessed_image\o\o237.jpg,24
.\input\preprocessed_image\6\6818.jpg,6
.\input\preprocessed_image\1\174.jpg,1
.\input\preprocessed_image\k\k53.jpg,20
.\input\preprocessed_image\o\o752.jpg,24
.\input\preprocessed_image\d\d559.jpg,13
.\input\preprocessed_image\o\o681.jpg,24
.\input\preprocessed_image\k\k734.jpg,20
.\input\preprocessed_image\1\1292.jpg,1
.\input\preprocessed_image\h\h619.jpg,17
.\input\preprocessed_image\b\b398.jpg,11
.\input\preprocessed_image\3\3627.jpg,3
.\input\preprocessed_image\t\t549.jpg,29
.\input\preprocessed_image\u\u368.jpg,30
.\input\preprocessed_image\x\x640.jpg,33
.\input\preprocessed_image\t\t702.jpg,29
.\input\preprocessed_image\j\j432.jpg,19
.\input\preprocessed_image\p\p795.jpg,25
.\input\preprocessed_image\o\o385.jpg,24
.\input\preprocessed_image\j\j195.jpg,19
.\input\preprocessed_image\a\a99.jpg,10
.\input\preprocessed_image\6\6461.jpg,6
.\input\preprocessed_image\g\g632.jpg,16
.\input\preprocessed_image\1\1309.jpg,1
.\input\preprocessed_image\e\e388.jpg,14
.\input\preprocessed_image\g\g116.jpg,16
.\input\preprocessed_image\q\q522.jpg,26
.\input\preprocessed_image\r\r253.jpg,27
.\input\preprocessed_image\f\f718.jpg,15
.\input\preprocessed_image\d\d342.jpg,13
.\input\preprocessed_image\b\b394.jpg,11
.\input\preprocessed_image\d\d78.jpg,13
.\input\preprocessed_image\b\b935.jpg,11
.\input\preprocessed_image\h\h390.jpg,17
.\input\preprocessed_image\n\n789.jpg,23
.\input\preprocessed_image\a\a784.jpg,10
.\input\preprocessed_image\y\y366.jpg,34
.\input\preprocessed_image\8\8127.jpg,8
.\input\preprocessed_image\p\p686.jpg,25
.\input\preprocessed_image\s\s169.jpg,28
.\input\preprocessed_image\n\n539.jpg,23
.\input\preprocessed_image\3\3269.jpg,3
.\input\preprocessed_image\r\r656.jpg,27
.\input\preprocessed_image\r\r614.jpg,27
.\input\preprocessed_image\l\l338.jpg,21
.\input\preprocessed_image\r\r715.jpg,27
.\input\preprocessed_image\c\c742.jpg,12
.\input\preprocessed_image\f\f280.jpg,15
.\input\preprocessed_image\g\g152.jpg,16
.\input\preprocessed_image\p\p238.jpg,25
.\input\preprocessed_image\g\g240.jpg,16
.\input\preprocessed_image\n\n48.jpg,23
.\input\preprocessed_image\0\0258.jpg,0
.\input\preprocessed_image\d\d5.jpg,13
.\input\preprocessed_image\z\z428.jpg,35
.\input\preprocessed_image\y\y961.jpg,34
.\input\preprocessed_image\q\q958.jpg,26
.\input\preprocessed_image\v\v764.jpg,31
.\input\preprocessed_image\g\g25.jpg,16
.\input\preprocessed_image\4\414.jpg,4
.\input\preprocessed_image\l\l435.jpg,21
.\input\preprocessed_image\t\t18.jpg,29
.\input\preprocessed_image\u\u932.jpg,30
.\input\preprocessed_image\n\n480.jpg,23
.\input\preprocessed_image\u\u482.jpg,30
.\input\preprocessed_image\s\s465.jpg,28
.\input\preprocessed_image\u\u726.jpg,30
.\input\preprocessed_image\i\i650.jpg,18
.\input\preprocessed_image\q\q733.jpg,26
.\input\preprocessed_image\o\o59.jpg,24
.\input\preprocessed_image\9\941.jpg,9
.\input\preprocessed_image\v\v37.jpg,31
.\input\preprocessed_image\j\j9.jpg,19
.\input\preprocessed_image\1\1206.jpg,1
.\input\preprocessed_image\v\v918.jpg,31
.\input\preprocessed_image\0\0877.jpg,0
.\input\preprocessed_image\h\h905.jpg,17
.\input\preprocessed_image\w\w243.jpg,32
.\input\preprocessed_image\6\6296.jpg,6
.\input\preprocessed_image\x\x631.jpg,33
.\input\preprocessed_image\d\d141.jpg,13
.\input\preprocessed_image\9\9417.jpg,9
.\input\preprocessed_image\r\r53.jpg,27
.\input\preprocessed_image\i\i580.jpg,18
.\input\preprocessed_image\e\e314.jpg,14
.\input\preprocessed_image\y\y397.jpg,34
.\input\preprocessed_image\2\2931.jpg,2
.\input\preprocessed_image\5\5204.jpg,5
.\input\preprocessed_image\z\z616.jpg,35
.\input\preprocessed_image\c\c84.jpg,12
.\input\preprocessed_image\b\b275.jpg,11
.\input\preprocessed_image\w\w877.jpg,32
.\input\preprocessed_image\n\n756.jpg,23
.\input\preprocessed_image\m\m391.jpg,22
.\input\preprocessed_image\e\e551.jpg,14
.\input\preprocessed_image\7\7746.jpg,7
.\input\preprocessed_image\3\3715.jpg,3
.\input\preprocessed_image\d\d523.jpg,13
.\input\preprocessed_image\q\q220.jpg,26
.\input\preprocessed_image\y\y168.jpg,34
.\input\preprocessed_image\p\p248.jpg,25
.\input\preprocessed_image\h\h365.jpg,17
.\input\preprocessed_image\8\8273.jpg,8
.\input\preprocessed_image\v\v779.jpg,31
.\input\preprocessed_image\0\0533.jpg,0
.\input\preprocessed_image\n\n983.jpg,23
.\input\preprocessed_image\4\4788.jpg,4
.\input\preprocessed_image\8\845.jpg,8
.\input\preprocessed_image\g\g84.jpg,16
.\input\preprocessed_image\d\d232.jpg,13
.\input\preprocessed_image\5\5232.jpg,5
.\input\preprocessed_image\7\7987.jpg,7
.\input\preprocessed_image\7\7750.jpg,7
.\input\preprocessed_image\7\7702.jpg,7
.\input\preprocessed_image\q\q470.jpg,26
.\input\preprocessed_image\o\o162.jpg,24
.\input\preprocessed_image\x\x187.jpg,33
.\input\preprocessed_image\c\c312.jpg,12
.\input\preprocessed_image\v\v796.jpg,31
.\input\preprocessed_image\7\7199.jpg,7
.\input\preprocessed_image\f\f773.jpg,15
.\input\preprocessed_image\6\6359.jpg,6
.\input\preprocessed_image\b\b329.jpg,11
.\input\preprocessed_image\q\q414.jpg,26
.\input\preprocessed_image\s\s797.jpg,28
.\input\preprocessed_image\4\4983.jpg,4
.\input\preprocessed_image\3\3731.jpg,3
.\input\preprocessed_image\u\u363.jpg,30
.\input\preprocessed_image\y\y810.jpg,34
.\input\preprocessed_image\r\r112.jpg,27
.\input\preprocessed_image\0\090.jpg,0
.\input\preprocessed_image\0\0273.jpg,0
.\input\preprocessed_image\u\u887.jpg,30
.\input\preprocessed_image\q\q582.jpg,26
.\input\preprocessed_image\2\2292.jpg,2
.\input\preprocessed_image\y\y137.jpg,34
.\input\preprocessed_image\1\1437.jpg,1
.\input\preprocessed_image\6\6489.jpg,6
.\input\preprocessed_image\x\x749.jpg,33
.\input\preprocessed_image\n\n823.jpg,23
.\input\preprocessed_image\e\e347.jpg,14
.\input\preprocessed_image\r\r829.jpg,27
.\input\preprocessed_image\x\x21.jpg,33
.\input\preprocessed_image\j\j342.jpg,19
.\input\preprocessed_image\c\c447.jpg,12
.\input\preprocessed_image\5\5479.jpg,5
.\input\preprocessed_image\y\y221.jpg,34
.\input\preprocessed_image\u\u584.jpg,30
.\input\preprocessed_image\v\v202.jpg,31
.\input\preprocessed_image\w\w446.jpg,32
.\input\preprocessed_image\h\h426.jpg,17
.\input\preprocessed_image\7\7619.jpg,7
.\input\preprocessed_image\d\d166.jpg,13
.\input\preprocessed_image\8\8261.jpg,8
.\input\preprocessed_image\u\u752.jpg,30
.\input\preprocessed_image\x\x637.jpg,33
.\input\preprocessed_image\z\z639.jpg,35
.\input\preprocessed_image\g\g870.jpg,16
.\input\preprocessed_image\2\2141.jpg,2
.\input\preprocessed_image\2\2232.jpg,2
.\input\preprocessed_image\x\x321.jpg,33
.\input\preprocessed_image\a\a755.jpg,10
.\input\preprocessed_image\x\x0.jpg,33
.\input\preprocessed_image\x\x817.jpg,33
.\input\preprocessed_image\2\298.jpg,2
.\input\preprocessed_image\b\b574.jpg,11
.\input\preprocessed_image\s\s679.jpg,28
.\input\preprocessed_image\8\8987.jpg,8
.\input\preprocessed_image\c\c347.jpg,12
.\input\preprocessed_image\o\o397.jpg,24
.\input\preprocessed_image\q\q626.jpg,26
.\input\preprocessed_image\t\t678.jpg,29
.\input\preprocessed_image\w\w651.jpg,32
.\input\preprocessed_image\p\p104.jpg,25
.\input\preprocessed_image\p\p801.jpg,25
.\input\preprocessed_image\8\8752.jpg,8
.\input\preprocessed_image\e\e961.jpg,14
.\input\preprocessed_image\e\e446.jpg,14
.\input\preprocessed_image\9\9858.jpg,9
.\input\preprocessed_image\l\l588.jpg,21
.\input\preprocessed_image\f\f805.jpg,15
.\input\preprocessed_image\o\o753.jpg,24
.\input\preprocessed_image\l\l11.jpg,21
.\input\preprocessed_image\v\v772.jpg,31
.\input\preprocessed_image\d\d909.jpg,13
.\input\preprocessed_image\3\3258.jpg,3
.\input\preprocessed_image\g\g141.jpg,16
.\input\preprocessed_image\7\7591.jpg,7
.\input\preprocessed_image\c\c514.jpg,12
.\input\preprocessed_image\p\p764.jpg,25
.\input\preprocessed_image\v\v613.jpg,31
.\input\preprocessed_image\4\4235.jpg,4
.\input\preprocessed_image\c\c529.jpg,12
.\input\preprocessed_image\7\7855.jpg,7
.\input\preprocessed_image\z\z383.jpg,35
.\input\preprocessed_image\m\m753.jpg,22
.\input\preprocessed_image\7\7720.jpg,7
.\input\preprocessed_image\e\e588.jpg,14
.\input\preprocessed_image\s\s908.jpg,28
.\input\preprocessed_image\l\l256.jpg,21
.\input\preprocessed_image\6\676.jpg,6
.\input\preprocessed_image\r\r955.jpg,27
.\input\preprocessed_image\1\1270.jpg,1
.\input\preprocessed_image\m\m751.jpg,22
